what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332959380229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959542753
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332959544818
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959592571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959595032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959606365
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332959620422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332959622495
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959649156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959656921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959663609
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.smartEnter",1332959778694
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959827014
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959838404
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959857417
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959863911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959868439
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959888619
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959923560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959988270
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332959992865
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332959997355
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960161039
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332960164491
opened,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332960164816
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332960164852
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332960191009
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960200600
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960213652
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332960213778
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960224296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960402030
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332960415810
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960442955
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960446519
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960633271
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960721034
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960734923
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960751363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960770401
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960776772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960800913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960849339
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960981335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332960989803
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961046314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961065129
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961152144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332961153902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332961216117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961219102
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332961224566
