what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869626487
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332869626504
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332869630543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332869654329
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332869654538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332869655756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869736693
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869736926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869739496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869767117
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1332869768809
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332869777699
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869825499
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869841157
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332869891446
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870199931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870201894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870801588
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332870809028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870828940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870966399
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870969386
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870976024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1332870995257
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332870995831
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332870997571
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332871013188
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1332871015512
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332871019792
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332871020869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332871201633
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332871223931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332872803172
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332872804534
closed,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332872804534
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332872805854
closed,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332872805856
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332872807111
opened,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332872814165
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332872814180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332872820566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332872995572
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332872999366
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873015946
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332873022436
opened,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873022813
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873022853
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332873024327
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873024501
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332873025060
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873025249
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873035234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873035480
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873038567
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873260823
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873263064
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873614000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873615924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873723299
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332873758935
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332873761404
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873762112
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873769495
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332873772915
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332873779233
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873782096
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873786861
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332873851574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873854218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332873860620
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873895491
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896007
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896041
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896074
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896145
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896220
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896256
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896291
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332873896365
