what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332836830098
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332836830427
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332836837756
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332836946610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332836948130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332836954798
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332836954805
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332836974255
activated,editor,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui.CompilationUnitEditor",1332836999093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332837014574
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837023342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837088247
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1332837185614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332837188282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837192086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837216139
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332837223571
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837224598
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837254577
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332837278092
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1332837292045
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332837300567
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332837302349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332837305926
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837307301
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332837312420
