what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332769153122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769169184
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769174521
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1332769174527
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1332769174683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332769193783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769201523
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1332769211882
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.jee.ui.web for object P/SpringRest",1332769211883
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769211928
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.rename.element",1332769211934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769219966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769222314
started,bundle,org.eclipse.rse.services,3.2.101.R33x_v201109141647,"org.eclipse.rse.services",1332769223354
started,bundle,org.eclipse.rse.core,3.2.1.R33x_v201109141647,"org.eclipse.rse.core",1332769223368
started,bundle,org.eclipse.rse.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.ui",1332769223439
started,bundle,org.eclipse.rse.files.ui,3.2.1.R33x_v201109141647,"org.eclipse.rse.files.ui",1332769223447
started,bundle,org.eclipse.rse.subsystems.files.core,3.2.101.R33x_v201107181530,"org.eclipse.rse.subsystems.files.core",1332769223455
started,bundle,org.eclipse.rse.subsystems.files.local,2.1.200.v201101042155,"org.eclipse.rse.subsystems.files.local",1332769223456
started,bundle,org.eclipse.rse.subsystems.shells.core,3.1.201.R33x_v201106281309,"org.eclipse.rse.subsystems.shells.core",1332769223469
started,bundle,org.eclipse.rse.subsystems.shells.local,2.1.300.v201101042155,"org.eclipse.rse.subsystems.shells.local",1332769223469
started,bundle,org.eclipse.rse.connectorservice.local,2.1.300.v201101042155,"org.eclipse.rse.connectorservice.local",1332769223489
started,bundle,org.eclipse.rse.services.local,2.1.300.v201105311250,"org.eclipse.rse.services.local",1332769223490
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769223517
opened,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1332769236119
activated,view,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search.ui.views.SearchView",1332769236132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769239221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769239277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332769247064
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332769250189
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1332769256707
opened,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332769256747
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1332769256832
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332769264932
