what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968733049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968740983
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332968806274
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968808116
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968821209
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968822324
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968827657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968833895
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968880179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968894258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332968902161
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332968932062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332968996923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1332968997855
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332969009873
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969052747
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969057165
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1332969057176
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332969190588
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969267681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969270451
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332969275055
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332969277133
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969287886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969332294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332969343843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969345975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969358130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1332969369453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969370865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969379430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969465508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969505616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969512867
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969514715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969515723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969519006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969530902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969549943
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969645905
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969676698
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.document",1332969719837
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332969723799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1332969723863
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1332969725084
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1332969733986
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332969735474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1332969741484
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1332969743802
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969753185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969814368
activated,editor,org.eclipse.wst.html.ui,1.0.601.v201108152113,"org.eclipse.wst.html.core.htmlsource.source",1332969815451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1332969828460
